peakID	Chr	Start	End	Strand	Length
3.36964331.36966212	3	36964331	36966212	.	1882
3.36974192.36974998	3	36974192	36974998	.	807
3.36985116.36987271	3	36985116	36987271	.	2156
3.37000097.37000679	3	37000097	37000679	.	583
3.37010953.37012106	3	37010953	37012106	.	1154
3.37033693.37035702	3	37033693	37035702	.	2010
3.37204583.37205260	3	37204583	37205260	.	678
3.37212446.37213099	3	37212446	37213099	.	654
3.37216847.37218319	3	37216847	37218319	.	1473
3.37254452.37255164	3	37254452	37255164	.	713
3.37271209.37271642	3	37271209	37271642	.	434
3.37284237.37286053	3	37284237	37286053	.	1817
3.37371939.37372201	3	37371939	37372201	.	263
3.37417093.37417905	3	37417093	37417905	.	813
3.37492954.37494597	3	37492954	37494597	.	1644
3.37494659.37496179	3	37494659	37496179	.	1521
3.37497430.37498498	3	37497430	37498498	.	1069
3.37498601.37500302	3	37498601	37500302	.	1702
3.37539668.37540233	3	37539668	37540233	.	566
3.37552130.37552820	3	37552130	37552820	.	691
3.37561064.37561594	3	37561064	37561594	.	531
3.37572367.37573291	3	37572367	37573291	.	925
3.37586489.37587613	3	37586489	37587613	.	1125
3.37587765.37588818	3	37587765	37588818	.	1054
3.37597999.37598988	3	37597999	37598988	.	990
3.37631654.37632991	3	37631654	37632991	.	1338
3.37747458.37747693	3	37747458	37747693	.	236
3.37820791.37821472	3	37820791	37821472	.	682
3.37896781.37897598	3	37896781	37897598	.	818
3.37901518.37903029	3	37901518	37903029	.	1512
3.37934245.37934918	3	37934245	37934918	.	674
3.37940441.37941814	3	37940441	37941814	.	1374
3.37947497.37948805	3	37947497	37948805	.	1309
3.37950810.37951328	3	37950810	37951328	.	519
3.37963908.37964948	3	37963908	37964948	.	1041
3.37997504.37997957	3	37997504	37997957	.	454
3.38008614.38009191	3	38008614	38009191	.	578
3.38015840.38016774	3	38015840	38016774	.	935
3.38021443.38022388	3	38021443	38022388	.	946
3.38027941.38028747	3	38027941	38028747	.	807
3.38034959.38036308	3	38034959	38036308	.	1350
3.38038101.38038943	3	38038101	38038943	.	843
3.38039532.38041097	3	38039532	38041097	.	1566
3.38044219.38046459	3	38044219	38046459	.	2241
3.38064942.38067461	3	38064942	38067461	.	2520
3.38069626.38071567	3	38069626	38071567	.	1942
3.38080373.38082170	3	38080373	38082170	.	1798
3.38126141.38127753	3	38126141	38127753	.	1613
3.38150036.38151379	3	38150036	38151379	.	1344
3.38159277.38160540	3	38159277	38160540	.	1264
3.38173212.38173697	3	38173212	38173697	.	486
3.38176869.38180859	3	38176869	38180859	.	3991
3.38205746.38208110	3	38205746	38208110	.	2365
3.38244281.38245028	3	38244281	38245028	.	748
3.38309578.38310475	3	38309578	38310475	.	898
3.38355111.38355668	3	38355111	38355668	.	558
3.38387722.38389192	3	38387722	38389192	.	1471
3.38494424.38497930	3	38494424	38497930	.	3507
3.38521114.38521600	3	38521114	38521600	.	487
3.38537332.38538403	3	38537332	38538403	.	1072
3.38607415.38608282	3	38607415	38608282	.	868
3.38620765.38622011	3	38620765	38622011	.	1247
3.38669433.38670072	3	38669433	38670072	.	640
3.38690007.38693278	3	38690007	38693278	.	3272
3.38697294.38697583	3	38697294	38697583	.	290
3.38847119.38847600	3	38847119	38847600	.	482
3.38870434.38871324	3	38870434	38871324	.	891
3.38875454.38876662	3	38875454	38876662	.	1209
3.38885495.38885667	3	38885495	38885667	.	173
3.39002379.39003140	3	39002379	39003140	.	762
3.39041550.39041889	3	39041550	39041889	.	340
3.39091267.39092127	3	39091267	39092127	.	861
3.39092939.39094381	3	39092939	39094381	.	1443
3.39106574.39107141	3	39106574	39107141	.	568
3.39142468.39143085	3	39142468	39143085	.	618
3.39147753.39150507	3	39147753	39150507	.	2755
3.39162749.39163397	3	39162749	39163397	.	649
3.39167873.39169029	3	39167873	39169029	.	1157
3.39187579.39190835	3	39187579	39190835	.	3257
3.39195688.39196425	3	39195688	39196425	.	738
3.39207415.39208167	3	39207415	39208167	.	753
3.39218577.39219921	3	39218577	39219921	.	1345
3.39221818.39223061	3	39221818	39223061	.	1244
3.39231007.39231929	3	39231007	39231929	.	923
3.39249465.39250501	3	39249465	39250501	.	1037
3.39257473.39258484	3	39257473	39258484	.	1012
3.39261707.39262860	3	39261707	39262860	.	1154
3.39290893.39292424	3	39290893	39292424	.	1532
3.39296723.39297772	3	39296723	39297772	.	1050
3.39302482.39303106	3	39302482	39303106	.	625
3.39313366.39314184	3	39313366	39314184	.	819
3.39321349.39322320	3	39321349	39322320	.	972
3.39329598.39330430	3	39329598	39330430	.	833
3.39333162.39333814	3	39333162	39333814	.	653
3.39424588.39426170	3	39424588	39426170	.	1583
3.39447517.39449240	3	39447517	39449240	.	1724
3.39458236.39459644	3	39458236	39459644	.	1409
3.39459906.39460575	3	39459906	39460575	.	670
3.39489165.39489803	3	39489165	39489803	.	639
3.39539971.39540527	3	39539971	39540527	.	557
3.39680716.39681389	3	39680716	39681389	.	674
3.39850405.39851769	3	39850405	39851769	.	1365
3.39891401.39891815	3	39891401	39891815	.	415
3.39949384.39949993	3	39949384	39949993	.	610
3.40233291.40233740	3	40233291	40233740	.	450
3.40270641.40271959	3	40270641	40271959	.	1319
3.40320113.40321172	3	40320113	40321172	.	1060
3.40340624.40342357	3	40340624	40342357	.	1734
3.40350493.40352271	3	40350493	40352271	.	1779
3.40358497.40359283	3	40358497	40359283	.	787
3.40428292.40429099	3	40428292	40429099	.	808
3.40494079.40495381	3	40494079	40495381	.	1303
3.40498440.40499486	3	40498440	40499486	.	1047
3.40517764.40519404	3	40517764	40519404	.	1641
3.40546848.40547869	3	40546848	40547869	.	1022
3.40565717.40567302	3	40565717	40567302	.	1586
3.40621951.40622487	3	40621951	40622487	.	537
3.40625529.40626664	3	40625529	40626664	.	1136
3.40665009.40665659	3	40665009	40665659	.	651
3.40701984.40702456	3	40701984	40702456	.	473
3.40732135.40733113	3	40732135	40733113	.	979
3.40804326.40804708	3	40804326	40804708	.	383
3.40839875.40840593	3	40839875	40840593	.	719
3.40841727.40842286	3	40841727	40842286	.	560
3.40949339.40950227	3	40949339	40950227	.	889
3.40971554.40972110	3	40971554	40972110	.	557
3.41012461.41013763	3	41012461	41013763	.	1303
3.41067837.41068608	3	41067837	41068608	.	772
3.41158524.41159843	3	41158524	41159843	.	1320
3.41240136.41242591	3	41240136	41242591	.	2456
3.41393672.41394601	3	41393672	41394601	.	930
3.41460737.41461582	3	41460737	41461582	.	846
3.42002433.42004502	3	42002433	42004502	.	2070
3.42053995.42057037	3	42053995	42057037	.	3043
3.42066219.42067890	3	42066219	42067890	.	1672
3.42074252.42074771	3	42074252	42074771	.	520
3.42084265.42085251	3	42084265	42085251	.	987
3.42113468.42114760	3	42113468	42114760	.	1293
3.42141031.42141733	3	42141031	42141733	.	703
3.42190447.42190995	3	42190447	42190995	.	549
3.42232455.42233203	3	42232455	42233203	.	749
3.42234075.42234769	3	42234075	42234769	.	695
3.42416675.42417462	3	42416675	42417462	.	788
3.42485277.42485973	3	42485277	42485973	.	697
3.42518278.42518770	3	42518278	42518770	.	493
3.42531257.42532188	3	42531257	42532188	.	932
3.42533539.42534544	3	42533539	42534544	.	1006
3.42542717.42545047	3	42542717	42545047	.	2331
3.42548799.42549666	3	42548799	42549666	.	868
3.42567891.42568843	3	42567891	42568843	.	953
3.42577827.42578313	3	42577827	42578313	.	487
3.42588867.42589383	3	42588867	42589383	.	517
3.42613872.42614250	3	42613872	42614250	.	379
3.42622892.42624311	3	42622892	42624311	.	1420
3.42631586.42633579	3	42631586	42633579	.	1994
3.42641153.42642919	3	42641153	42642919	.	1767
3.42676670.42676876	3	42676670	42676876	.	207
3.42693805.42697659	3	42693805	42697659	.	3855
3.42725408.42725741	3	42725408	42725741	.	334
3.42742856.42743650	3	42742856	42743650	.	795
3.42785508.42786221	3	42785508	42786221	.	714
3.42791298.42791997	3	42791298	42791997	.	700
3.42797302.42797748	3	42797302	42797748	.	447
3.42803032.42804123	3	42803032	42804123	.	1092
3.42813850.42815128	3	42813850	42815128	.	1279
3.42822141.42822933	3	42822141	42822933	.	793
3.42844946.42846579	3	42844946	42846579	.	1634
3.42852432.42853738	3	42852432	42853738	.	1307
3.42872853.42873199	3	42872853	42873199	.	347
3.42880918.42881870	3	42880918	42881870	.	953
3.42888085.42889501	3	42888085	42889501	.	1417
3.42893591.42894530	3	42893591	42894530	.	940
3.42921884.42923228	3	42921884	42923228	.	1345
3.43019931.43021449	3	43019931	43021449	.	1519
3.43147108.43147954	3	43147108	43147954	.	847
3.43197108.43197503	3	43197108	43197503	.	396
3.43221363.43221967	3	43221363	43221967	.	605
3.43297881.43298693	3	43297881	43298693	.	813
3.43327285.43329163	3	43327285	43329163	.	1879
3.43338064.43338608	3	43338064	43338608	.	545
3.43411079.43411977	3	43411079	43411977	.	899
3.43430923.43432063	3	43430923	43432063	.	1141
3.43435253.43436266	3	43435253	43436266	.	1014
3.43446827.43448227	3	43446827	43448227	.	1401
3.43540465.43541349	3	43540465	43541349	.	885
3.43607188.43607985	3	43607188	43607985	.	798
3.43628657.43629278	3	43628657	43629278	.	622
3.43662615.43664380	3	43662615	43664380	.	1766
3.43673715.43674137	3	43673715	43674137	.	423
3.43731663.43733552	3	43731663	43733552	.	1890
3.43810695.43812574	3	43810695	43812574	.	1880
3.43814479.43815549	3	43814479	43815549	.	1071
3.43897106.43897731	3	43897106	43897731	.	626
3.43935436.43936513	3	43935436	43936513	.	1078
3.43948285.43949323	3	43948285	43949323	.	1039
3.44036371.44037177	3	44036371	44037177	.	807
3.44055501.44055832	3	44055501	44055832	.	332
3.44155597.44156041	3	44155597	44156041	.	445
3.44239964.44240715	3	44239964	44240715	.	752
3.44277212.44278353	3	44277212	44278353	.	1142
3.44378985.44380782	3	44378985	44380782	.	1798
3.44480749.44482491	3	44480749	44482491	.	1743
3.44518701.44519662	3	44518701	44519662	.	962
3.44551612.44552961	3	44551612	44552961	.	1350
3.44574206.44574607	3	44574206	44574607	.	402
3.44596257.44597306	3	44596257	44597306	.	1050
3.44625780.44627208	3	44625780	44627208	.	1429
3.44665884.44667315	3	44665884	44667315	.	1432
3.44689761.44690831	3	44689761	44690831	.	1071
3.44726690.44727253	3	44726690	44727253	.	564
3.44753815.44754551	3	44753815	44754551	.	737
3.44770607.44771471	3	44770607	44771471	.	865
3.44802610.44804062	3	44802610	44804062	.	1453
3.44902608.44904382	3	44902608	44904382	.	1775
3.44955334.44955981	3	44955334	44955981	.	648
3.44956450.44956760	3	44956450	44956760	.	311
3.44996417.44996988	3	44996417	44996988	.	572
3.45016677.45018754	3	45016677	45018754	.	2078
3.45031323.45031883	3	45031323	45031883	.	561
3.45034046.45034359	3	45034046	45034359	.	314
3.45079010.45079799	3	45079010	45079799	.	790
3.45096997.45097462	3	45096997	45097462	.	466
3.45105875.45107022	3	45105875	45107022	.	1148
3.45117505.45118298	3	45117505	45118298	.	794
3.45142337.45143027	3	45142337	45143027	.	691
3.45151399.45152458	3	45151399	45152458	.	1060
3.45175271.45176038	3	45175271	45176038	.	768
3.45208513.45209499	3	45208513	45209499	.	987
3.45251968.45252470	3	45251968	45252470	.	503
3.45266191.45268292	3	45266191	45268292	.	2102
3.45314911.45315823	3	45314911	45315823	.	913
3.45429557.45430570	3	45429557	45430570	.	1014
3.45456042.45456859	3	45456042	45456859	.	818
3.45480314.45480756	3	45480314	45480756	.	443
3.45505758.45506607	3	45505758	45506607	.	850
3.45549297.45550011	3	45549297	45550011	.	715
3.45552946.45553406	3	45552946	45553406	.	461
3.45557614.45558333	3	45557614	45558333	.	720
3.45579099.45580433	3	45579099	45580433	.	1335
3.45586709.45587869	3	45586709	45587869	.	1161
3.45588240.45590008	3	45588240	45590008	.	1769
3.45592740.45593845	3	45592740	45593845	.	1106
3.45594418.45595441	3	45594418	45595441	.	1024
3.45595756.45596162	3	45595756	45596162	.	407
3.45600923.45602383	3	45600923	45602383	.	1461
3.45607477.45608163	3	45607477	45608163	.	687
3.45609088.45609876	3	45609088	45609876	.	789
3.45634194.45636619	3	45634194	45636619	.	2426
3.45672672.45673715	3	45672672	45673715	.	1044
3.45681126.45682462	3	45681126	45682462	.	1337
3.45684216.45684688	3	45684216	45684688	.	473
3.45688529.45689216	3	45688529	45689216	.	688
3.45698089.45698724	3	45698089	45698724	.	636
3.45705866.45706457	3	45705866	45706457	.	592
3.45717974.45718669	3	45717974	45718669	.	696
3.45721087.45721763	3	45721087	45721763	.	677
3.45729652.45731584	3	45729652	45731584	.	1933
3.45731839.45732400	3	45731839	45732400	.	562
3.45802238.45803196	3	45802238	45803196	.	959
3.45882786.45883961	3	45882786	45883961	.	1176
3.45935508.45936161	3	45935508	45936161	.	654
3.45970527.45971122	3	45970527	45971122	.	596
3.45980226.45981108	3	45980226	45981108	.	883
3.46013987.46014654	3	46013987	46014654	.	668
3.46025285.46026009	3	46025285	46026009	.	725
3.46036591.46038285	3	46036591	46038285	.	1695
3.46058957.46059887	3	46058957	46059887	.	931
3.46120126.46120753	3	46120126	46120753	.	628
3.46130455.46131958	3	46130455	46131958	.	1504
3.46136522.46137620	3	46136522	46137620	.	1099
3.46138751.46140465	3	46138751	46140465	.	1715
3.46141963.46143035	3	46141963	46143035	.	1073
3.46150448.46151283	3	46150448	46151283	.	836
3.46152202.46153061	3	46152202	46153061	.	860
3.46171515.46172559	3	46171515	46172559	.	1045
3.46176896.46177398	3	46176896	46177398	.	503
3.46183253.46183671	3	46183253	46183671	.	419
3.46249491.46250627	3	46249491	46250627	.	1137
3.46256089.46256721	3	46256089	46256721	.	633
3.46263017.46264968	3	46263017	46264968	.	1952
3.46277327.46278406	3	46277327	46278406	.	1080
3.46317795.46318613	3	46317795	46318613	.	819
3.46339049.46340017	3	46339049	46340017	.	969
3.46341411.46342344	3	46341411	46342344	.	934
3.46342613.46343359	3	46342613	46343359	.	747
3.46391340.46391974	3	46391340	46391974	.	635
3.46402516.46403481	3	46402516	46403481	.	966
3.46409784.46410680	3	46409784	46410680	.	897
3.46419953.46420312	3	46419953	46420312	.	360
3.46447427.46449283	3	46447427	46449283	.	1857
3.46482307.46482675	3	46482307	46482675	.	369
3.46484196.46484484	3	46484196	46484484	.	289
3.46503650.46504011	3	46503650	46504011	.	362
3.46519823.46520274	3	46519823	46520274	.	452
3.46530240.46530941	3	46530240	46530941	.	702
3.46580272.46581027	3	46580272	46581027	.	756
3.46599548.46600424	3	46599548	46600424	.	877
3.46606978.46608308	3	46606978	46608308	.	1331
3.46671103.46672024	3	46671103	46672024	.	922
3.46723456.46724230	3	46723456	46724230	.	775
3.46734144.46735854	3	46734144	46735854	.	1711
3.46736480.46738728	3	46736480	46738728	.	2249
3.46741101.46742321	3	46741101	46742321	.	1221
3.46746072.46747298	3	46746072	46747298	.	1227
3.46853110.46854412	3	46853110	46854412	.	1303
3.46886413.46888227	3	46886413	46888227	.	1815
3.46889899.46890347	3	46889899	46890347	.	449
3.46901674.46902355	3	46901674	46902355	.	682
3.46907994.46908799	3	46907994	46908799	.	806
3.46923480.46924472	3	46923480	46924472	.	993
3.46924751.46925606	3	46924751	46925606	.	856
3.46933413.46935085	3	46933413	46935085	.	1673
3.46936610.46937328	3	46936610	46937328	.	719
3.46950447.46952324	3	46950447	46952324	.	1878
3.46964755.46965804	3	46964755	46965804	.	1050
3.46968368.46969363	3	46968368	46969363	.	996
3.46971579.46972479	3	46971579	46972479	.	901
3.46972834.46973799	3	46972834	46973799	.	966
3.46976328.46978052	3	46976328	46978052	.	1725
3.46981034.46981796	3	46981034	46981796	.	763
3.46990388.46991201	3	46990388	46991201	.	814
3.46994401.46996011	3	46994401	46996011	.	1611
3.47006359.47007268	3	47006359	47007268	.	910
3.47015890.47016414	3	47015890	47016414	.	525
3.47017384.47019257	3	47017384	47019257	.	1874
3.47020460.47022125	3	47020460	47022125	.	1666
3.47022870.47023804	3	47022870	47023804	.	935
3.47028324.47029955	3	47028324	47029955	.	1632
3.47030261.47031622	3	47030261	47031622	.	1362
3.47032046.47032706	3	47032046	47032706	.	661
3.47039070.47040597	3	47039070	47040597	.	1528
3.47058370.47058967	3	47058370	47058967	.	598
3.47155222.47155683	3	47155222	47155683	.	462
3.47204365.47206934	3	47204365	47206934	.	2570
3.47266614.47267578	3	47266614	47267578	.	965
3.47269034.47270442	3	47269034	47270442	.	1409
3.47292033.47292658	3	47292033	47292658	.	626
3.47302660.47303653	3	47302660	47303653	.	994
3.47307943.47308951	3	47307943	47308951	.	1009
3.47322014.47325739	3	47322014	47325739	.	3726
3.47326220.47326788	3	47326220	47326788	.	569
3.47365194.47366251	3	47365194	47366251	.	1058
3.47388524.47389738	3	47388524	47389738	.	1215
3.47418459.47419592	3	47418459	47419592	.	1134
3.47421477.47423573	3	47421477	47423573	.	2097
3.47462087.47463510	3	47462087	47463510	.	1424
3.47516431.47517932	3	47516431	47517932	.	1502
3.47520617.47521264	3	47520617	47521264	.	648
3.47544240.47545018	3	47544240	47545018	.	779
3.47553838.47555900	3	47553838	47555900	.	2063
3.47563482.47564385	3	47563482	47564385	.	904
3.47822374.47824152	3	47822374	47824152	.	1779
3.47830210.47831081	3	47830210	47831081	.	872
3.47843751.47845507	3	47843751	47845507	.	1757
3.47865707.47867417	3	47865707	47867417	.	1711
3.47878964.47879668	3	47878964	47879668	.	705
3.47891188.47892983	3	47891188	47892983	.	1796
3.48031305.48031898	3	48031305	48031898	.	594
3.48128351.48131180	3	48128351	48131180	.	2830
3.48171690.48172541	3	48171690	48172541	.	852
3.48192765.48193945	3	48192765	48193945	.	1181
3.48199603.48199822	3	48199603	48199822	.	220
3.48228627.48230670	3	48228627	48230670	.	2044
3.48263937.48265477	3	48263937	48265477	.	1541
3.48273987.48274709	3	48273987	48274709	.	723
3.48281885.48283592	3	48281885	48283592	.	1708
3.48288673.48289276	3	48288673	48289276	.	604
3.48341547.48343587	3	48341547	48343587	.	2041
3.48470053.48472167	3	48470053	48472167	.	2115
3.48477272.48478462	3	48477272	48478462	.	1191
3.48481109.48482472	3	48481109	48482472	.	1364
3.48487464.48489008	3	48487464	48489008	.	1545
3.48506125.48509000	3	48506125	48509000	.	2876
3.48513497.48515272	3	48513497	48515272	.	1776
3.48539789.48542851	3	48539789	48542851	.	3063
3.48544796.48545657	3	48544796	48545657	.	862
3.48586082.48587311	3	48586082	48587311	.	1230
3.48593844.48599360	3	48593844	48599360	.	5517
3.48601099.48602340	3	48601099	48602340	.	1242
3.48602544.48604120	3	48602544	48604120	.	1577
3.48646394.48647737	3	48646394	48647737	.	1344
3.48672097.48674303	3	48672097	48674303	.	2207
3.48693367.48694930	3	48693367	48694930	.	1564
3.48698675.48700001	3	48698675	48700001	.	1327
3.48700195.48702256	3	48700195	48702256	.	2062
3.48721310.48722610	3	48721310	48722610	.	1301
3.48722788.48725274	3	48722788	48725274	.	2487
3.48754067.48755388	3	48754067	48755388	.	1322
3.48777096.48778179	3	48777096	48778179	.	1084
3.48785794.48786735	3	48785794	48786735	.	942
3.48787922.48788783	3	48787922	48788783	.	862
3.48807285.48807966	3	48807285	48807966	.	682
3.48849801.48850062	3	48849801	48850062	.	262
3.48884425.48886183	3	48884425	48886183	.	1759
3.48896435.48896975	3	48896435	48896975	.	541
3.48934185.48934630	3	48934185	48934630	.	446
3.48934872.48937099	3	48934872	48937099	.	2228
3.48952863.48953037	3	48952863	48953037	.	175
3.48955337.48957695	3	48955337	48957695	.	2359
3.49026514.49029179	3	49026514	49029179	.	2666
3.49038605.49038908	3	49038605	49038908	.	304
3.49043395.49046194	3	49043395	49046194	.	2800
3.49050825.49052147	3	49050825	49052147	.	1323
3.49054314.49056554	3	49054314	49056554	.	2241
3.49057189.49060871	3	49057189	49060871	.	3683
3.49065760.49067527	3	49065760	49067527	.	1768
3.49130228.49132525	3	49130228	49132525	.	2298
3.49141429.49142952	3	49141429	49142952	.	1524
3.49157401.49158931	3	49157401	49158931	.	1531
3.49169398.49171435	3	49169398	49171435	.	2038
3.49199306.49200005	3	49199306	49200005	.	700
3.49202837.49204188	3	49202837	49204188	.	1352
3.49208220.49210591	3	49208220	49210591	.	2372
3.49236310.49237383	3	49236310	49237383	.	1074
3.49275475.49276825	3	49275475	49276825	.	1351
3.49285725.49286893	3	49285725	49286893	.	1169
3.49292075.49292897	3	49292075	49292897	.	823
3.49313995.49316244	3	49313995	49316244	.	2250
3.49376617.49378820	3	49376617	49378820	.	2204
3.49381947.49383924	3	49381947	49383924	.	1978
3.49388156.49396849	3	49388156	49396849	.	8694
3.49423610.49424416	3	49423610	49424416	.	807
3.49448674.49450592	3	49448674	49450592	.	1919
3.49453116.49454700	3	49453116	49454700	.	1585
3.49458675.49460534	3	49458675	49460534	.	1860
3.49466266.49467621	3	49466266	49467621	.	1356
3.49481303.49482018	3	49481303	49482018	.	716
3.49486249.49486979	3	49486249	49486979	.	731
3.49506326.49508910	3	49506326	49508910	.	2585
3.49513962.49514473	3	49513962	49514473	.	512
3.49537804.49538926	3	49537804	49538926	.	1123
3.49557273.49558024	3	49557273	49558024	.	752
3.49564405.49564732	3	49564405	49564732	.	328
3.49576836.49578363	3	49576836	49578363	.	1528
3.49590590.49592678	3	49590590	49592678	.	2089
3.49702850.49703651	3	49702850	49703651	.	802
3.49708900.49709893	3	49708900	49709893	.	994
3.49710344.49712692	3	49710344	49712692	.	2349
3.49719168.49719997	3	49719168	49719997	.	830
3.49723150.49723703	3	49723150	49723703	.	554
3.49723839.49727878	3	49723839	49727878	.	4040
3.49740665.49741596	3	49740665	49741596	.	932
3.49749719.49750828	3	49749719	49750828	.	1110
3.49755909.49757617	3	49755909	49757617	.	1709
3.49759667.49762325	3	49759667	49762325	.	2659
3.49823032.49825187	3	49823032	49825187	.	2156
3.49827461.49828111	3	49827461	49828111	.	651
3.49839453.49846126	3	49839453	49846126	.	6674
3.49850404.49851692	3	49850404	49851692	.	1289
3.49876400.49877200	3	49876400	49877200	.	801
3.49893311.49894588	3	49893311	49894588	.	1278
3.49904988.49905709	3	49904988	49905709	.	722
3.49923896.49924863	3	49923896	49924863	.	968
3.49937274.49937893	3	49937274	49937893	.	620
3.49940335.49941824	3	49940335	49941824	.	1490
3.49943080.49944179	3	49943080	49944179	.	1100
3.49955573.49956043	3	49955573	49956043	.	471
3.49966747.49968877	3	49966747	49968877	.	2131
3.49976753.49978370	3	49976753	49978370	.	1618
3.50125800.50127277	3	50125800	50127277	.	1478
3.50157911.50159809	3	50157911	50159809	.	1899
3.50160137.50161716	3	50160137	50161716	.	1580
3.50191623.50193784	3	50191623	50193784	.	2162
3.50207884.50208728	3	50207884	50208728	.	845
3.50210880.50212201	3	50210880	50212201	.	1322
3.50226183.50227326	3	50226183	50227326	.	1144
3.50229798.50230636	3	50229798	50230636	.	839
3.50231681.50232985	3	50231681	50232985	.	1305
3.50242369.50243944	3	50242369	50243944	.	1576
3.50249391.50250801	3	50249391	50250801	.	1411
3.50258858.50259816	3	50258858	50259816	.	959
3.50263226.50266321	3	50263226	50266321	.	3096
3.50266994.50268589	3	50266994	50268589	.	1596
3.50272773.50274208	3	50272773	50274208	.	1436
3.50274336.50276467	3	50274336	50276467	.	2132
3.50278451.50281442	3	50278451	50281442	.	2992
3.50282031.50284384	3	50282031	50284384	.	2354
3.50291437.50292903	3	50291437	50292903	.	1467
3.50296458.50299497	3	50296458	50299497	.	3040
3.50301023.50309193	3	50301023	50309193	.	8171
3.50310080.50312414	3	50310080	50312414	.	2335
3.50328736.50330987	3	50328736	50330987	.	2252
3.50335276.50338319	3	50335276	50338319	.	3044
3.50340246.50341363	3	50340246	50341363	.	1118
3.50357709.50362604	3	50357709	50362604	.	4896
3.50364963.50366350	3	50364963	50366350	.	1388
3.50370958.50372364	3	50370958	50372364	.	1407
3.50373895.50377044	3	50373895	50377044	.	3150
3.50377453.50379507	3	50377453	50379507	.	2055
3.50382501.50383692	3	50382501	50383692	.	1192
3.50384575.50385308	3	50384575	50385308	.	734
3.50387420.50389076	3	50387420	50389076	.	1657
3.50393652.50394440	3	50393652	50394440	.	789
3.50396049.50397634	3	50396049	50397634	.	1586
3.50401513.50403600	3	50401513	50403600	.	2088
3.50407953.50408934	3	50407953	50408934	.	982
3.50425571.50426326	3	50425571	50426326	.	756
3.50432551.50433629	3	50432551	50433629	.	1079
3.50453064.50454081	3	50453064	50454081	.	1018
3.50473129.50474580	3	50473129	50474580	.	1452
3.50484487.50485686	3	50484487	50485686	.	1200
3.50487791.50488509	3	50487791	50488509	.	719
3.50524361.50525041	3	50524361	50525041	.	681
3.50531091.50531898	3	50531091	50531898	.	808
3.50540961.50541378	3	50540961	50541378	.	418
3.50552672.50554300	3	50552672	50554300	.	1629
3.50556790.50557524	3	50556790	50557524	.	735
3.50563189.50564022	3	50563189	50564022	.	834
3.50579639.50580447	3	50579639	50580447	.	809
3.50587459.50588292	3	50587459	50588292	.	834
3.50604236.50605975	3	50604236	50605975	.	1740
3.50606144.50607551	3	50606144	50607551	.	1408
3.50609447.50610733	3	50609447	50610733	.	1287
3.50627683.50630911	3	50627683	50630911	.	3229
3.50636713.50640656	3	50636713	50640656	.	3944
3.50647880.50650415	3	50647880	50650415	.	2536
3.50651008.50652090	3	50651008	50652090	.	1083
3.50652770.50656149	3	50652770	50656149	.	3380
3.50657116.50658709	3	50657116	50658709	.	1594
3.50661219.50661966	3	50661219	50661966	.	748
3.50664717.50665681	3	50664717	50665681	.	965
3.50669571.50671029	3	50669571	50671029	.	1459
3.50711360.50713010	3	50711360	50713010	.	1651
3.51137681.51137962	3	51137681	51137962	.	282
3.51415462.51416169	3	51415462	51416169	.	708
3.51421627.51423419	3	51421627	51423419	.	1793
3.51425892.51426449	3	51425892	51426449	.	558
3.51426537.51427364	3	51426537	51427364	.	828
3.51427812.51430549	3	51427812	51430549	.	2738
3.51439162.51439797	3	51439162	51439797	.	636
3.51533021.51534785	3	51533021	51534785	.	1765
3.51535815.51536674	3	51535815	51536674	.	860
3.51572031.51573926	3	51572031	51573926	.	1896
3.51671615.51672380	3	51671615	51672380	.	766
3.51702962.51706440	3	51702962	51706440	.	3479
3.51714548.51716708	3	51714548	51716708	.	2161
3.51719057.51721955	3	51719057	51721955	.	2899
3.51737593.51738641	3	51737593	51738641	.	1049
3.51740421.51741720	3	51740421	51741720	.	1300
3.51752723.51753722	3	51752723	51753722	.	1000
3.51776937.51777459	3	51776937	51777459	.	523
3.51894852.51895313	3	51894852	51895313	.	462
3.51975289.51977717	3	51975289	51977717	.	2429
3.51989390.51991218	3	51989390	51991218	.	1829
3.52000899.52002871	3	52000899	52002871	.	1973
3.52007663.52008511	3	52007663	52008511	.	849
3.52016442.52018551	3	52016442	52018551	.	2110
3.52024346.52026084	3	52024346	52026084	.	1739
3.52029309.52030310	3	52029309	52030310	.	1002
3.52035372.52036198	3	52035372	52036198	.	827
3.52037990.52039054	3	52037990	52039054	.	1065
3.52039385.52040717	3	52039385	52040717	.	1333
3.52047991.52049897	3	52047991	52049897	.	1907
3.52057607.52058374	3	52057607	52058374	.	768
3.52066585.52067023	3	52066585	52067023	.	439
3.52075148.52075678	3	52075148	52075678	.	531
3.52078947.52080034	3	52078947	52080034	.	1088
3.52085072.52088428	3	52085072	52088428	.	3357
3.52089258.52092348	3	52089258	52092348	.	3091
3.52096140.52097028	3	52096140	52097028	.	889
3.52101690.52102789	3	52101690	52102789	.	1100
3.52118839.52119377	3	52118839	52119377	.	539
3.52122203.52123349	3	52122203	52123349	.	1147
3.52142150.52143128	3	52142150	52143128	.	979
3.52154700.52158212	3	52154700	52158212	.	3513
3.52162137.52162673	3	52162137	52162673	.	537
3.52168897.52169172	3	52168897	52169172	.	276
3.52178011.52178891	3	52178011	52178891	.	881
3.52187449.52189547	3	52187449	52189547	.	2099
3.52219521.52220518	3	52219521	52220518	.	998
